,:ID,:LABEL,name
451,Q7796133,Anatomy,T9 spinal nerve
452,Q7799740,Anatomy,thyrohyoid membrane
453,Q7835437,Anatomy,Transverse ligament of atlas
454,Q7835443,Anatomy,Transverse metatarsal ligament
455,Q7850870,Anatomy,tuberosity of the tibia
456,Q7900858,Anatomy,urogenital peritoneum
457,Q7920336,Anatomy,ventrobasal complex
458,Q7923461,Anatomy,vestibule of larynx
459,Q7941372,Anatomy,Vomeronasal cartilage
460,Q8025131,Anatomy,wing of vomer
461,Q8693083,Anatomy,auricular muscle
462,Q10483909,Anatomy,endocrine cell
463,Q10599959,Anatomy,neuroendocrine cell
464,Q11124070,Anatomy,human pelvis
465,Q11136026,Anatomy,maxillary first molar
466,Q11277687,Anatomy,dorsal interossei of the hand
467,Q11488371,Anatomy,Occipital branch of posterior auricular artery
468,Q11565605,Anatomy,Subserosa
469,Q11722446,Anatomy,mons pubis
470,Q12229608,Anatomy,nasal cartilage
471,Q12232940,Anatomy,lobar bronchus
472,Q12233655,Anatomy,intrahepatic bile duct
473,Q13400765,Anatomy,respiratory tract
474,Q14840128,Anatomy,cytoplasmic vesicle
475,Q14862270,Anatomy,cytoplasmic vesicle membrane
476,Q14873267,Anatomy,cell-cell junction
477,Q14905695,Anatomy,fibrillar collagen trimer
478,Q14912978,Anatomy,mitochondrial nucleoid
479,Q16258737,Anatomy,Umbilical fascia
480,Q16544814,Anatomy,fastigium
481,Q16911244,Anatomy,Internasal suture
482,Q16919652,Anatomy,Interspinous plane
483,Q16941572,Anatomy,hepatic branch of anterior vagal trunk
484,Q16972973,Anatomy,Ischiopubic ramus
485,Q16975997,Anatomy,Splenorenal ligament
486,Q16976550,Anatomy,lateral epicondyle of the femur
487,Q16976792,Anatomy,lateral marginal vein
488,Q16978053,Anatomy,jugular lymph trunk
489,Q17000266,Anatomy,Horizontal fissure of cerebellum
490,Q17043384,Anatomy,ansa lenticularis
491,Q17045130,Anatomy,inferior ganglion of glossopharyngeal nerve
492,Q17047663,Anatomy,lesser palatine canals
493,Q17119402,Anatomy,Venous plexus of hypoglossal canal
494,Q17137094,Anatomy,Substantia gelatinosa of Rolando
495,Q17148674,Anatomy,suture
496,Q17192770,Anatomy,gastric juice
497,Q18088285,Anatomy,left lung
498,Q19915308,Anatomy,tractus corticospinalis
499,Q21102485,Anatomy,collagen type IX trimer
500,Q21108917,Anatomy,mitochondrial degradosome
501,Q21506300,Anatomy,Brodmann area 41
502,Q21972314,Anatomy,mitochondrial respirasome
503,Q22327613,Anatomy,anchoring junction
504,Q22328943,Anatomy,alpha-heterochromatin
505,Q23809765,Anatomy,condyle of humerus
506,Q24577234,Anatomy,left upper limb
507,Q24577244,Anatomy,right free upper limb
508,Q25507788,Anatomy,thoracic segment of trunk
509,Q26965573,Anatomy,ligament of upper limb
510,Q27043948,Anatomy,material anatomical entity
511,Q27050941,Anatomy,Anterior ramus of sixth cervical nerve
512,Q27057093,Anatomy,Anterior ramus of third sacral nerve
513,Q27058096,Anatomy,fifth intercostal nerve
514,Q27058097,Anatomy,sixth intercostal nerve
515,Q27116995,Anatomy,Peripheral segment of spinal nerve
516,Q27162539,Anatomy,organ segment
517,Q27162583,Anatomy,body of organ
518,Q27990941,Anatomy,proximal convoluted tubule
519,Q28015725,Anatomy,upper urinary tract
520,Q28018291,Anatomy,capillary blood
521,Q28539636,Anatomy,exocrine system
522,Q28646122,Anatomy,ependymal cell
523,Q28654050,Anatomy,anatomical boundary
524,Q28654081,Anatomy,incisive duct
525,Q28656743,Anatomy,lower lobe of lung
526,Q28828604,Anatomy,wrist joint
527,Q28845838,Anatomy,process of organ
528,Q29072888,Anatomy,trochanteric bursa of gluteus maximus
529,Q29715897,Anatomy,lateral semicircular canal
530,Q29718860,Anatomy,posterior semicircular duct
531,Q29729440,Anatomy,anterior bony ampulla
532,Q30026965,Anatomy,conjunctival fornix
533,Q30104011,Anatomy,cardiac septum
534,Q30320470,Anatomy,scleral stroma
535,Q37947143,Anatomy,anterior superior pancreaticoduodenal artery
536,Q37947145,Anatomy,posterior superior pancreaticoduodenal artery
537,Q38096554,Anatomy,mediastinal pleura
538,Q39048548,Anatomy,pericallosal cistern
539,Q39075360,Anatomy,plantar arch
0,Q1012651,Molecular Function,ribonuclease P activity
1,Q14633869,Molecular Function,ubiquitin protein ligase binding
2,Q14633877,Molecular Function,chaperone binding
3,Q14817982,Molecular Function,transcription factor binding
4,Q14817984,Molecular Function,protein kinase binding
5,Q14817987,Molecular Function,histone deacetylase regulator activity
6,Q14819453,Molecular Function,heparin binding
7,Q14819841,Molecular Function,corticotropin-releasing hormone activity
8,Q14820602,Molecular Function,peptide hormone receptor binding
9,Q14820645,Molecular Function,V1A vasopressin receptor binding
10,Q14820867,Molecular Function,oxytocin receptor binding
11,Q14820947,Molecular Function,serine-type endopeptidase activity
12,Q14860378,Molecular Function,nucleoside-triphosphatase activity
13,Q14860857,Molecular Function,alpha-tubulin binding
14,Q14860861,Molecular Function,beta-tubulin binding
15,Q14861870,Molecular Function,aminoacyl-tRNA ligase activity
16,Q14861871,Molecular Function,ligase activity
17,Q14862712,Molecular Function,misfolded protein binding
18,Q14863082,Molecular Function,kinase activity
19,Q14863341,Molecular Function,GTP binding
20,Q14863344,Molecular Function,SH2 domain binding
21,Q14863662,Molecular Function,choline O-acetyltransferase activity
22,Q14864074,Molecular Function,wide pore channel activity
23,Q14864128,Molecular Function,hydroxymethylglutaryl-CoA reductase (NADPH) activity
24,Q14864186,Molecular Function,structural constituent of skin epidermis
25,Q14864241,Molecular Function,cysteine-type peptidase activity
26,Q14864540,Molecular Function,lipoprotein particle binding
27,Q14864589,Molecular Function,guanine phosphoribosyltransferase activity
28,Q14864646,Molecular Function,miRNA binding
29,Q14864722,Molecular Function,H3 histone acetyltransferase activity
30,Q14864744,Molecular Function,phospholipase activity
31,Q14864842,Molecular Function,cytoskeletal protein binding
32,Q14864885,Molecular Function,aminopeptidase activity
33,Q14864915,Molecular Function,methylenetetrahydrofolate reductase (NAD(P)H) activity
34,Q14864980,Molecular Function,DNA replication origin binding
35,Q14865085,Molecular Function,fructose binding
36,Q14865162,Molecular Function,phosphatidylinositol phospholipase C activity
37,Q14865211,Molecular Function,interleukin-6 receptor binding
38,Q14865250,Molecular Function,protein self-association
39,Q14865298,Molecular Function,SH3 domain binding
40,Q14865546,Molecular Function,nitric-oxide synthase regulator activity
41,Q14865572,Molecular Function,cGMP binding
42,Q14865606,Molecular Function,NF-kappaB binding
43,Q14865768,Molecular Function,isomerase activity
44,Q14865841,Molecular Function,acetylcholine receptor binding
45,Q14865999,Molecular Function,DNA (6-4) photolyase activity
46,Q14866184,Molecular Function,fibroblast growth factor binding
47,Q14872704,Molecular Function,very-low-density lipoprotein particle receptor activity
48,Q14872780,Molecular Function,DNA-dependent protein kinase activity
49,Q14872989,Molecular Function,nuclear receptor activity
50,Q14874296,Molecular Function,vitamin D binding
51,Q14875005,Molecular Function,DNA helicase activity
52,Q14876066,Molecular Function,TFIIIC-class transcription factor complex binding
53,Q14876663,Molecular Function,heme transmembrane transporter activity
54,Q14876910,Molecular Function,S-adenosylmethionine-homocysteine S-methyltransferase activity
55,Q14876919,Molecular Function,folic acid binding
56,Q14877179,Molecular Function,histamine binding
57,Q14877427,Molecular Function,nuclease activity
58,Q14877430,Molecular Function,ribonuclease activity
59,Q14877471,Molecular Function,ErbB-3 class receptor binding
60,Q14877625,Molecular Function,glucose-6-phosphate dehydrogenase activity
