:ID,:LABEL,name
Q2035084,Phenotype,osteolysis
Q2051565,Phenotype,arachnodactyly
Q2053690,Phenotype,Nevus of Ota
Q2065620,Phenotype,Imperforate hymen
Q2092064,Phenotype,hemophilia A
Q2147401,Phenotype,rhabdomyoma
Q2282783,Phenotype,epiretinal membrane
Q2292945,Phenotype,papillary thyroid cancer
Q2299379,Phenotype,membranoproliferative glomerulonephritis
Q2303951,Phenotype,spinal cord disease
Q2320954,Phenotype,Reticulocytosis
Q2397009,Phenotype,choroideremia
Q2401085,Phenotype,amyloid plaque
Q2465347,Phenotype,thyroid adenoma
Q2781245,Phenotype,perinatal death
Q2845978,Phenotype,stereotypic movement disorder
Q2852241,Phenotype,arrhythmogenic right ventricular dysplasia 1
Q3042106,Phenotype,dysgammaglobulinemia
Q3043160,Phenotype,primary immunodeficiency disease
Q3055368,Phenotype,enterocolitis
Q3076802,Phenotype,patent foramen ovale
Q3134276,Phenotype,femoral hernia
Q3144191,Phenotype,hyperproteinemia
Q3237081,Phenotype,leukoencephalopathy
Q3269466,Phenotype,lymphadenitis
Q3347239,Phenotype,Occipital neuralgia
Q3508681,Phenotype,Nezelof syndrome
Q3616643,Phenotype,Anetoderma
Q3740798,Phenotype,rectovaginal fistula
Q3801524,Phenotype,hyperpituitarism
Q3813334,Phenotype,unilateral hearing loss
Q3816650,Phenotype,Geniospasm
Q3847191,Phenotype,Tooth fusion
Q4138762,Phenotype,vitamin D deficiency
Q4286595,Phenotype,megalocornea
Q4353073,Phenotype,Pragmatic language impairment
Q4667072,Phenotype,fibroma
Q4684717,Phenotype,adrenal gland disease
Q4737958,Phenotype,alveolar rhabdomyosarcoma
Q4833719,Phenotype,B-cell lymphoma
Q4854239,Phenotype,band keratopathy
Q4898733,Phenotype,epilepsia partialis continua
Q5062119,Phenotype,central nervous system cysts
Q5376225,Phenotype,endocardial fibroelastosis
Q5380222,Phenotype,enterocele
Q5420019,Phenotype,exercise-induced bronchoconstriction
Q6940317,Phenotype,muscle fatigue
Q7107615,Phenotype,ossifying fibroma
Q7130407,Phenotype,pancreas disease
Q7502090,Phenotype,short stature
Q7831319,Phenotype,tracheoesophageal fistula
Q7900855,Phenotype,urogenital neoplasm
Q10295815,Phenotype,Hypofibrinogenemia
Q11668635,Phenotype,hypermethioninemia
Q11773731,Phenotype,degenerative disc disease
Q11829083,Phenotype,meningocele
Q12412172,Phenotype,neurohypophyseal diabetes insipidus
Q13365162,Phenotype,bundle branch block
Q13368382,Phenotype,adrenogenital disease
Q13629899,Phenotype,detrusor sphincter dyssynergia
Q16244733,Phenotype,bowel obstruction
Q16606552,Phenotype,obstructive sleep apnea
Q17067160,Phenotype,intraocular hemorrhage
Q17106360,Phenotype,Pineocytoma
Q18553292,Phenotype,posterior polar cataract
Q18554068,Phenotype,lens subluxation
Q18555032,Phenotype,factor VII deficiency
Q18555985,Phenotype,testicular gonadoblastoma
Q18556025,Phenotype,anal canal adenocarcinoma
Q18556111,Phenotype,bronchial neoplasm
Q18556247,Phenotype,coronary stenosis
Q18556674,Phenotype,ureteral obstruction
Q18557037,Phenotype,nephrolithiasis
Q18966921,Phenotype,macrodactylia of fingers
Q19000862,Phenotype,anaplastic thyroid carcinoma
Q22269224,Phenotype,flank pain
Q25324191,Phenotype,X-linked recessive hypoparathyroidism
Q29019862,Phenotype,Small hand
Q29642554,Phenotype,facial hypotonia
Q29643664,Phenotype,delayed myelination
Q29643793,Phenotype,Elevated brain choline level by MRS
Q29643911,Phenotype,Action tremor
Q29647638,Phenotype,Broad metatarsal
Q30150660,Phenotype,Dense metaphyseal bands
Q30151297,Phenotype,High myoinositol in brain by MRS
